profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_sexual_orientation,profile_has_disabilities,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies,company_extra_benefits,company_best_companies_city
Hombre,30,Argentina,Provincia de Buenos Aires,6.0,1.5,2.0,0,Universitario,Incompleto,Tecnicatura en Programación,UNQ - Universidad Nacional de Quilmes,No,No,No,Developer,"Docker, Linux","CSS, HTML, Java, Javascript, SQL","Hibernate, jQuery, Vue.js",MySQL,JUnit,"Eclipse, Visual Studio Code",GNU/Linux,Android,No,0.0,Bruto,Full-Time,85500.0,69350.0,,2,2,No,No recibo bono,Uno,10.0,3,Jamás,Heterosexual,,,101-200,Servicios / Consultoría de Software / Digital,9,10,Ninguna de las anteriores,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,10.0,4.0,4.0,0,Secundario,Completado,Tecnicatura en Informática,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,Visual Studio Code,Windows,Android,No,0.0,Neto,Tercerizado (trabajo a través de consultora o agencia),160000.0,120000.0,Mi sueldo está dolarizado,3,2,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,Visual,No,10001+,Producto basado en Software,7,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",
Hombre,57,Argentina,Ciudad Autónoma de Buenos Aires,30.0,10.0,6.0,2,Universitario,Incompleto,Ingeniería en Informática,UP - Universidad de Palermo,"Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Linux, VMWare, Windows Server, Synology DSM",".NET, HTML, Java, Python, SQL, VBA",.NET Core,"Microsoft SQL Server, MySQL",TFS,Visual Studio Code,Windows,Android,"Sí, pasiva",30.0,Porcentaje de mi sueldo,Freelance,120000.0,120000.0,,3,2,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,11-50,Otras industrias,6,8,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,15.0,0.0,0.0,1,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Technical Leader,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Linux","Java, Scala","Akka, Hadoop, React.js, Spark, Spring","Apache Hive, Google Cloud Storage, MongoDB","JUnit, Postman","IntelliJ, IPython / Jupyter, Sublime Text",macOS,Android,No,0.0,Porcentaje de mi sueldo,Remoto (empresa de otro país),750000.0,750000.0,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,9,10,Horarios flexibles,"Mercado Libre, Trabajar para el exterior"
Hombre,28,Argentina,GBA,9.0,3.0,2.0,0,Universitario,Incompleto,Lic. Economia,UNSAM - Universidad de San Martín,No,No,No,Business Analyst,Ninguna de las anteriores,SQL,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,No,0.0,Bruto,Full-Time,79000.0,60000.0,,2,2,Menos de un sueldo,Performance de la compañía,No,0.0,0,Jamás,Heterosexual,,,1001-2000,Servicios / Consultoría de Software / Digital,8,9,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes",SAP
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,15.0,5.0,5.0,0,Secundario,Completado,Analista de Sistemas,fas,No,No,Sí,Developer,Ninguna de las anteriores,PHP,"Bootstrap, jQuery, Laravel, Vue.js","Microsoft SQL Server, MySQL",Ninguna de las anteriores,"Notepad++, Sublime Text",Windows,Android,No,0.0,Neto,Full-Time,150000.0,150000.0,Mi sueldo está dolarizado,4,3,No,No recibo bono,Dos,50.0,6,Jamás,Heterosexual,,No,51-100,Otras industrias,8,6,Ninguna de las anteriores,
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,10.0,2.0,2.0,0,Secundario,Completado,Telecomunicaciones,universidad de salta,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, *BSD, Linux, Serverless, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB",Ninguna de las anteriores,Visual Studio Code,GNU/Linux,Android,No,0.0,Bruto,Full-Time,140000.0,98000.0,,2,3,No,No recibo bono,Uno,35.0,4,En un trabajo anterior,Heterosexual,,No,51-100,Servicios / Consultoría de Software / Digital,6,7,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas",UALA
Hombre,54,Argentina,Provincia de Buenos Aires,35.0,3.0,3.0,0,Universitario,Incompleto,Licenciatura en Análisis de Sistemas,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,Sí,Networking,Ninguna de las anteriores,"Java, Javascript, VBA",.NET Core,Microsoft SQL Server,Visual Studio Coded UI,"Eclipse, Notepad++, Visual Studio Code",Windows,Android,"Sí, pasiva",15000.0,Bruto,Full-Time,120000.0,85000.0,,3,2,No,No recibo bono,No,0.0,7,Jamás,Heterosexual,,,201-500,Otras industrias,8,8,Horarios flexibles,
Hombre,35,Argentina,Provincia de Buenos Aires,5.0,0.0,0.0,0,Universitario,En curso,Tecnicatura en Programación,UNQ - Universidad Nacional de Quilmes,No,Sí,No,Developer,"Docker, Linux, Windows Server",".NET, Bash/Shell, C#, HTML, Javascript, Python, SQL",".NET Core, Bootstrap, jQuery, Node.js, React.js","Microsoft SQL Server, MongoDB, PostgreSQL","Mocha, NUnit, Postman, SoapUI","Atom, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Porcentaje de mi sueldo,Freelance,96000.0,86000.0,,3,3,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,Visual,No,1-10,Servicios / Consultoría de Software / Digital,7,5,Horarios flexibles,
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Terciario,Completado,Analista de Sistemas,Ifts - Instituto de Formación Técnica Superior ,"Sí, de forma particular, Sí, los pagó un empleador",No,No,QA / Tester,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Eclipse,Windows,Android,No,0.0,Bruto,Full-Time,52000.0,40000.0,,2,2,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,,,101-200,Servicios / Consultoría de Software / Digital,6,3,Horarios flexibles,
Mujer,43,Argentina,Provincia de Buenos Aires,15.0,15.0,15.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,Windows Server,.NET,.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,Windows,Android,No,0.0,Neto,Full-Time,135.0,107.0,,3,3,No,No recibo bono,Dos,10.0,7,En mi trabajo actual,Heterosexual,,No,201-500,Servicios / Consultoría de Software / Digital,7,7,Ninguna de las anteriores,
Mujer,45,Argentina,GBA,25.0,2.0,2.0,4,Terciario,Completado,tecnicatura bilingüe en administración,Ott College,"Sí, de forma particular, Sí, los pagó un empleador",Sí,No,Executive Assistant,SAP,,SAP,Oracle,,Ninguno de los anteriores,Windows,Android,No,0.0,Neto,Full-Time,73000.0,62000.0,,1,1,De uno a tres sueldos,beneficio ,Uno,4.5,4,En un trabajo anterior,Heterosexual,,No,201-500,Otras industrias,2,2,"Abono de celular, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",
Hombre,35,Argentina,Córdoba,5.0,6.0,0.0,4,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UNC - Universidad Nacional de Córdoba,No,No,No,Manager / Director,Ninguna de las anteriores,Ninguno de los anteriores,JIRA,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,macOS,iOS,"Sí, activa",0.0,Bruto,Full-Time,345000.0,,,4,4,No,No recibo bono,Dos,9.0,7,En un trabajo anterior,Heterosexual,,,51-100,Producto basado en Software,8,8,Ninguna de las anteriores,
Hombre,50,Argentina,Ciudad Autónoma de Buenos Aires,27.0,13.0,13.0,4,Posgrado,Completado,Ingeniería Electrónica,ITBA - Instituto Tecnológico de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Manager / Director,"Google Cloud Platform/App Engine, Linux, VMWare, Windows Server","HTML, PHP, SQL",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,"Eclipse, Nano, Notepad++, Sublime Text, Vi, Vim",GNU/Linux,Android,No,0.0,Bruto,Full-Time,78000.0,78000.0,,2,2,De uno a tres sueldos,Performance de la compañía,No,0.0,0,Jamás,Heterosexual,,No,1-10,Servicios / Consultoría de Software / Digital,9,9,"Abono de celular, Viáticos",Mercado Libre
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,7.0,5.0,2.0,4,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Project Manager,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"Sublime Text, Visual Studio Code, BBedit",macOS,Android,"Sí, pasiva",0.0,Neto,Freelance,50000.0,50000.0,,1,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,7,6,"Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,3.0,1.0,1.0,0,Universitario,Completado,Ingeniería Industrial,UTN - Universidad Tecnológica Nacional,No,No,No,Business Analyst,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,GNU/Linux,Android,No,0.0,Neto,Full-Time,95600.0,75800.0,,2,2,No,No recibo bono,Uno,7.0,7,Jamás,Heterosexual,,,201-500,Producto basado en Software,8,8,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,48,Argentina,Neuquén,25.0,2.0,2.0,0,Secundario,Completado,,,"Sí, de forma particular",Sí,Sí,Developer,"Docker, Linux","CSS, HTML, Javascript","jQuery, Node.js, React.js",MongoDB,Postman,"Atom, Eclipse, Visual Studio Code",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,167.75799999999998,133.78799999999998,,3,2,No,No recibo bono,No,0.0,1,En mi trabajo actual,¿Qué les importa?,Mental,Sí,1001-2000,Otras industrias,6,8,Ninguna de las anteriores,Ninguna
Hombre,36,Argentina,Jujuy,6.0,0.0,0.0,0,Universitario,En curso,Ingeniería en Informática,UNJu - Universidad Nacional de Jujuy,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Firebase, Linux","Javascript, TypeScript","Angular, React.js",SQLite,Jest,Visual Studio Code,GNU/Linux,Android,No,0.0,Neto,Full-Time,70000.0,54000.0,,3,3,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,1-10,Producto basado en Software,10,10,Ninguna de las anteriores,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,10.0,0.0,6.0,0,Terciario,Completado,Tecnicatura Superior en Programación,,"Sí, de forma particular",No,No,Developer,"Docker, Linux","Java, PHP",Laravel,"MySQL, Redis",Ninguna de las anteriores,"Android Studio, PHPStorm",Windows,Android,No,0.0,Porcentaje de mi sueldo,Remoto (empresa de otro país),400000.0,370000.0,Mi sueldo está dolarizado,3,4,No,No recibo bono,Uno,12.0,4,Jamás,Heterosexual,,No,1-10,Producto basado en Software,5,8,Ninguna de las anteriores,
Mujer,39,Argentina,Ciudad Autónoma de Buenos Aires,17.0,3.0,2.0,0,Posgrado,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Scrum Master,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,iOS,No,0.0,Bruto,Full-Time,140000.0,92000.0,,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,15.0,7,Jamás,Heterosexual,,,501-1000,Otras industrias,6,5,"Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,18.0,5.0,0.0,6,Universitario,Completado,Ingeniería en Informática,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,No,Manager / Director,"Amazon Web Services, OpenStack",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, pasiva",0.0,Neto,Full-Time,305000.0,208000.0,,3,3,No,No recibo bono,Uno,7.0,7,Jamás,¿Qué les importa?,,,501-1000,Producto basado en Software,8,9,"Abono de celular, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,14.0,0.0,0.0,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux, Serverless","Bash/Shell, CSS, Java, Javascript, SQL, TypeScript","Angular, Hibernate, Node.js, React.js, Vue.js, WordPress","Amazon RDS/Aurora, PostgreSQL, Redis","Cypress, Jest, Mocha, Postman","Sublime Text, Vim",macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,170000.0,128000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,24.0,7,En un trabajo anterior,Heterosexual,Visual,No,51-100,Producto basado en Software,9,4,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,38,Argentina,Córdoba,4.0,2.0,4.0,0,Terciario,Completado,Telecomunicaciones,ISSD - Instituto Superior Santo Domingo,"Sí, de forma particular",No,No,Networking,"Linux, VMWare",Python,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Sublime Text,GNU/Linux,Android,No,0.0,Bruto,Full-Time,75000.0,63000.0,,2,2,No,No recibo bono,Uno,25.0,6,En mi trabajo actual,Heterosexual,,No,201-500,Otras industrias,7,10,Ninguna de las anteriores,"globant , mercado libre"
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,4.0,1.0,1.0,0,Secundario,Completado,,,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"AIX, Amazon Web Services, Docker, Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Amazon RDS/Aurora, MongoDB",Ninguna de las anteriores,"Sublime Text, Vi, Vim",GNU/Linux,Android,"Sí, pasiva",0.0,Bruto,Full-Time,155000.0,110000.0,,3,1,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,201-500,Producto basado en Software,9,9,"Capacitaciones y/o cursos, Clases de idiomas",
Hombre,31,Argentina,GBA,13.0,2.0,2.0,0,Universitario,En curso,Ingeniería en Informática,UNAJ,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Networking,"SAP, Windows Server",VBA,SAP,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, pasiva",0.0,Bruto,Full-Time,71068.0,58913.0,,2,2,No,No recibo bono,Uno,17.0,2,Jamás,Heterosexual,,No,201-500,Otras industrias,5,7,"Abono de celular, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",
Hombre,35,Argentina,GBA,13.0,9.0,9.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,Developer,"Amazon Web Services, Heroku, Linux",Javascript,"Angular, Node.js",PostgreSQL,Ninguna de las anteriores,Visual Studio Code,GNU/Linux,iOS,No,0.0,Porcentaje de mi sueldo,Remoto (empresa de otro país),315000.0,205000.0,,3,3,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,1-10,Producto basado en Software,7,7,Horarios flexibles,
Hombre,32,Argentina,Corrientes,7.0,5.0,5.0,0,Terciario,Completado,Analista Programador Universitario,ORT,"Sí, de forma particular",No,No,Developer,Linux,"C++, C#, CSS, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, Cordova, Drupal, jQuery, Laravel, WordPress",MySQL,JUnit,"Android Studio, NetBeans, Sublime Text, Vim, Visual Studio, Visual Studio Code",GNU/Linux,Android,"Sí, pasiva",0.0,Neto,Full-Time,47866.0,38400.0,,1,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,11-50,Producto basado en Software,7,10,Horarios flexibles,no hay
Hombre,40,Argentina,Provincia de Buenos Aires,16.0,2.0,2.0,0,Terciario,En curso,Tecnicatura Superior en Análisis de Sistemas,IFTS - Instituto de Formación Técnica Superior,"Sí, de forma particular",No,No,QA / Tester,Ninguna de las anteriores,VBA - Visual Basic Script,UFT,Ninguna de las anteriores,HP UFT,Ninguno de los anteriores,Windows,Android,No,0.0,Bruto,Tercerizado (trabajo a través de consultora o agencia),105000.0,76000.0,,3,3,Menos de un sueldo,Mix de las anteriores,Dos,12.0,4,En mi trabajo actual,Heterosexual,,,201-500,Servicios / Consultoría de Software / Digital,5,4,Capacitaciones y/o cursos,No conozco.
Hombre,28,Argentina,Provincia de Buenos Aires,5.0,0.0,5.0,0,Universitario,Completado,Ingeniería en Informática,UCA - Universidad Católica Argentina,"Sí, de forma particular",No,Sí,Developer,"Docker, Firebase, Heroku, Linux, VMWare",".NET, C#, CSS, Dart, HTML, Java, Javascript, Kotlin, Ruby, SQL, Swift, TypeScript",".NET Core, Angular, Bootstrap, Flutter, jQuery, Rails","Microsoft SQL Server, MySQL, PostgreSQL, SQLite",JUnit,"Android Studio, Atom, Eclipse, IntelliJ, Sublime Text, Vim, Visual Studio, Visual Studio Code, Xcode",macOS,Android,No,0.0,Porcentaje de mi sueldo,Freelance,120000.0,120000.0,,3,4,No,No recibo bono,Uno,16.0,1,Jamás,Heterosexual,,No,11-50,Producto basado en Software,9,10,Ninguna de las anteriores,Silentium Apps 
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,3.0,0.0,2.0,0,Universitario,Completado,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,Windows Server,".NET, C#, SQL",".NET Core, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,"Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Bruto,Full-Time,82500.0,67000.0,,2,2,No,Mix de las anteriores,No,0.0,0,Jamás,Heterosexual,,No,1001-2000,Otras industrias,7,9,"Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,39,Argentina,Ciudad Autónoma de Buenos Aires,13.0,1.0,1.0,0,Doctorado,Incompleto,Licenciatura en Administración,UNSAM - Universidad de San Martín,"Sí, de forma particular",No,Sí,Sales / Pre-Sales,"Amazon Web Services, Azure, Google Cloud Platform/App Engine, Heroku, OpenStack","C++, R","Drupal, WordPress",ElasticSearch,Ninguna de las anteriores,IntelliJ,macOS,Android,No,0.0,Bruto,Full-Time,105000.0,89000.0,,1,1,Un sueldo,Mix de las anteriores,No,0.0,0,,,,,11-50,Servicios / Consultoría de Software / Digital,1,1,Abono de celular,
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,8.0,2.0,2.0,0,Terciario,Incompleto,Tecnicatura en Programación,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,Sí,Developer,OpenShift,"CSS, Java, Javascript","Node.js, React.js",MongoDB,Ninguna de las anteriores,Visual Studio Code,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,81800.0,66800.0,,2,2,Menos de un sueldo,Performance de la compañía,Uno,12.0,1,Jamás,Heterosexual,,No,1001-2000,Producto basado en Software,6,7,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,5.0,1.0,1.0,0,Universitario,Completado,Licenciatura en Sistemas de Información,UNLZ,"Sí, los pagó un empleador",No,Sí,Developer,"Docker, Kubernetes, Linux, OpenStack","CSS, HTML, Javascript, TypeScript","Bootstrap, Node.js, Vue.js",Oracle,"Cypress, Postman",Visual Studio Code,macOS,iOS,No,0.0,Neto,Full-Time,190000.0,131000.0,,1,1,Menos de un sueldo,Mix de las anteriores,Uno,5.0,3,Jamás,Heterosexual,,,501-1000,Otras industrias,3,3,Licencia de paternidad/maternidad extendida,
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,1.0,1.0,1.0,0,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Developer,"Azure, Windows Server",".NET, C#",".NET Core, Angular, Node.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",TFS,"Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Bruto,Full-Time,52800.0,43824.0,,2,1,No,No recibo bono,Uno,20.0,7,Jamás,Heterosexual,,Sí,201-500,Producto basado en Software,9,9,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",
